joint1,joint2,joint3,joint4,joint5,joint6,joint7,joint8,joint9,joint10,joint11,joint12
0.209058,-0.325903,1.12625,0.180148,1.1649,-0.276238,0.0720248,-0.172717,0.85335,-0.0693394,0.887841,0.688605
0.218118,-0.322245,1.12419,0.177063,1.16096,-0.274131,0.0675394,-0.170333,0.841549,-0.0655297,0.8846,0.680447
0.227303,-0.318468,1.12214,0.173921,1.15697,-0.272019,0.0629796,-0.167943,0.829715,-0.0615268,0.881296,0.672109
0.236541,-0.314676,1.12005,0.170797,1.15293,-0.269905,0.058397,-0.165546,0.817848,-0.0574502,0.877973,0.663726
0.245756,-0.310949,1.11793,0.167737,1.14888,-0.267792,0.0538387,-0.163142,0.805964,-0.0534177,0.874669,0.655418
0.25489,-0.307322,1.1158,0.164742,1.14484,-0.265682,0.0493344,-0.160739,0.794089,-0.0495161,0.87141,0.647249
0.263906,-0.303786,1.11368,0.161775,1.14087,-0.263577,0.0448952,-0.158344,0.782258,-0.0457921,0.868206,0.639231
0.272796,-0.300308,1.11162,0.158789,1.137,-0.261477,0.0405156,-0.155965,0.770494,-0.0422502,0.865054,0.631335
0.28158,-0.296842,1.10963,0.155744,1.13323,-0.259382,0.0361771,-0.153605,0.758805,-0.0388519,0.861938,0.62351
0.290315,-0.293352,1.1077,0.152634,1.12954,-0.257289,0.0318503,-0.151258,0.747167,-0.0355143,0.858833,0.615688
0.299088,-0.28982,1.10578,0.149499,1.12583,-0.255195,0.0274992,-0.148911,0.735522,-0.0321163,0.855708,0.607805
0.307996,-0.286246,1.10378,0.14641,1.122,-0.253095,0.0230893,-0.146544,0.723795,-0.0285284,0.852532,0.59981
0.317114,-0.282645,1.10163,0.143434,1.11796,-0.250985,0.0185969,-0.14414,0.711919,-0.0246533,0.849283,0.591673
0.326463,-0.279033,1.09931,0.14061,1.11368,-0.248866,0.0140193,-0.141691,0.69987,-0.0204677,0.845957,0.583401
0.335977,-0.275429,1.09685,0.137912,1.10922,-0.246739,0.0093843,-0.139209,0.687688,-0.0160628,0.84258,0.575047
0.345488,-0.271843,1.09438,0.135233,1.10474,-0.244612,0.0047547,-0.136724,0.675499,-0.0116657,0.839206,0.566711
0.35477,-0.268276,1.09208,0.132416,1.1005,-0.242495,0.000212317,-0.134282,0.663478,-0.00757926,0.835911,0.558518
0.36362,-0.264726,1.09011,0.129314,1.09672,-0.240397,-0.00417101,-0.131922,0.651783,-0.00407374,0.832757,0.550576
0.371945,-0.261185,1.08855,0.125852,1.09351,-0.238323,-0.00836307,-0.129665,0.640491,-0.00127417,0.829776,0.54293
0.379841,-0.257645,1.08733,0.122088,1.09076,-0.236268,-0.012401,-0.127492,0.62953,0.000951425,0.826933,0.535519
0.387657,-0.254097,1.08618,0.11826,1.08811,-0.234216,-0.0164112,-0.125336,0.618636,0.0030687,0.824116,0.528146
0.395909,-0.250538,1.08469,0.114727,1.08499,-0.232146,-0.0205809,-0.123096,0.607409,0.00577025,0.821156,0.520526
0.405097,-0.246964,1.08246,0.111839,1.08086,-0.230033,-0.0250905,-0.120673,0.595463,0.00972843,0.817891,0.512381
0.415508,-0.243378,1.07928,0.109794,1.0754,-0.227866,-0.0300442,-0.118011,0.582576,0.0153339,0.814225,0.503551
0.427018,-0.239787,1.07522,0.108502,1.06874,-0.225649,-0.0353987,-0.115136,0.568846,0.0224345,0.810196,0.494097
0.438933,-0.236201,1.07085,0.107473,1.06161,-0.223411,-0.040906,-0.112185,0.554809,0.0301212,0.806022,0.484392
0.450088,-0.232634,1.06707,0.105892,1.05528,-0.221204,-0.0461452,-0.109389,0.541363,0.0368349,0.80208,0.475079
0.459187,-0.229086,1.06491,0.102888,1.05117,-0.219089,-0.0506386,-0.106994,0.5295,0.0407829,0.798809,0.466916
0.46518,-0.225541,1.0652,0.0978208,1.05053,-0.217122,-0.0539811,-0.10519,0.520003,0.0403977,0.796602,0.460591
0.467642,-0.221953,1.06828,0.090566,1.05401,-0.215341,-0.0559682,-0.104024,0.51315,0.034795,0.795699,0.456554
0.467106,-0.218238,1.07375,0.081776,1.06133,-0.213752,-0.0567127,-0.103335,0.508448,0.0241895,0.796088,0.454849
0.465039,-0.214284,1.08046,0.0728428,1.0713,-0.212336,-0.0566504,-0.102757,0.504675,0.00991835,0.797489,0.455106
0.463376,-0.20999,1.08686,0.06551,1.08214,-0.211065,-0.0564113,-0.101813,0.500293,-0.00601265,0.799445,0.456703
0.463972,-0.205297,1.09144,0.0614213,1.092,-0.209936,-0.0566675,-0.100032,0.493922,-0.0214667,0.801423,0.458966
0.46806,-0.200232,1.09312,0.0616679,1.09941,-0.208989,-0.0579797,-0.0970577,0.484821,-0.0347153,0.802917,0.461366
0.475736,-0.194939,1.09165,0.0663629,1.10367,-0.208338,-0.0606524,-0.0927591,0.473337,-0.0449497,0.803554,0.463708
0.485833,-0.189675,1.08774,0.074533,1.10506,-0.208165,-0.064675,-0.0872623,0.460976,-0.052461,0.803144,0.466189
0.496401,-0.184743,1.08269,0.0845001,1.10455,-0.208686,-0.0697993,-0.0808756,0.449904,-0.0583099,0.80167,0.46927
0.505322,-0.180413,1.07803,0.0943755,1.10342,-0.210101,-0.0756464,-0.0739868,0.442313,-0.0638779,0.799253,0.473492
0.510928,-0.176839,1.07509,0.102556,1.10292,-0.212551,-0.0818155,-0.0669608,0.439787,-0.0704179,0.79612,0.479302
0.5126,-0.173981,1.07455,0.108208,1.10387,-0.216067,-0.0879894,-0.0600395,0.442682,-0.0786162,0.792574,0.486878
0.511033,-0.171581,1.07632,0.111496,1.10647,-0.220557,-0.0939961,-0.0532912,0.449884,-0.0883692,0.788961,0.496039
0.507865,-0.169233,1.07964,0.113341,1.11046,-0.225829,-0.0997857,-0.0466526,0.459245,-0.0989749,0.785623,0.506337
0.505107,-0.166494,1.0835,0.115029,1.11527,-0.231633,-0.105381,-0.0399999,0.468251,-0.109449,0.78286,0.517186
0.504573,-0.162987,1.08687,0.117816,1.12028,-0.237707,-0.11083,-0.0332201,0.474683,-0.118841,0.780883,0.528
0.507317,-0.158501,1.08905,0.122542,1.12499,-0.243818,-0.116155,-0.0262814,0.477266,-0.126554,0.779775,0.538328
0.513299,-0.153058,1.08989,0.129382,1.12923,-0.249794,-0.121325,-0.0192701,0.476054,-0.132533,0.779468,0.547947
0.521615,-0.146868,1.08966,0.137951,1.13302,-0.255534,-0.126278,-0.0123473,0.472142,-0.137173,0.779775,0.556845
0.530941,-0.140246,1.08888,0.147534,1.13658,-0.261012,-0.130966,-0.00567437,0.46712,-0.141111,0.780445,0.565173
0.539984,-0.133526,1.08811,0.157331,1.14014,-0.26627,-0.135391,0.000662255,0.462523,-0.145014,0.781216,0.573183
0.54793,-0.126981,1.08774,0.166689,1.14388,-0.271425,-0.139652,0.00672582,0.459288,-0.14937,0.781869,0.581179
0.554748,-0.120757,1.08788,0.175282,1.14783,-0.276657,-0.14396,0.0127664,0.457377,-0.154338,0.782266,0.589456
0.561034,-0.114876,1.08837,0.183102,1.15192,-0.282161,-0.148581,0.0191417,0.455991,-0.159788,0.78236,0.598259
0.567639,-0.109271,1.08892,0.190359,1.15601,-0.288092,-0.153742,0.0261803,0.454039,-0.165433,0.782175,0.607722
0.575286,-0.103819,1.08924,0.197367,1.15997,-0.294498,-0.159537,0.0340431,0.450635,-0.170965,0.781791,0.617829
0.584179,-0.0983786,1.0892,0.204448,1.16375,-0.301264,-0.16583,0.0425848,0.445588,-0.176189,0.781333,0.628359
0.59373,-0.0928203,1.08889,0.211836,1.16742,-0.308072,-0.172196,0.0512645,0.439748,-0.181131,0.780948,0.638866
0.602708,-0.0870447,1.08863,0.219647,1.17114,-0.314462,-0.178009,0.0592543,0.434794,-0.186009,0.780791,0.648756
0.609647,-0.0809911,1.08882,0.227893,1.17512,-0.319947,-0.182616,0.0656698,0.432666,-0.191131,0.781004,0.657431
0.613282,-0.0746456,1.08986,0.236487,1.17951,-0.32414,-0.185519,0.0698091,0.434974,-0.196781,0.781695,0.664434
0.612975,-0.0680492,1.09198,0.245264,1.18437,-0.326871,-0.186557,0.0713918,0.44241,-0.203112,0.782916,0.669599
0.609068,-0.0613016,1.09521,0.253992,1.18959,-0.328291,-0.186049,0.0707503,0.454275,-0.210055,0.784649,0.673163
0.602821,-0.0545423,1.09931,0.262426,1.1949,-0.328842,-0.184733,0.0687738,0.468611,-0.217341,0.786806,0.675726
0.596022,-0.0479143,1.10387,0.270387,1.20003,-0.329135,-0.183541,0.0666601,0.482815,-0.224607,0.789238,0.678084
0.590574,-0.0415262,1.10837,0.277843,1.20472,-0.329817,-0.18336,0.0656477,0.494289,-0.231511,0.791758,0.681046
0.588073,-0.035414,1.11228,0.284988,1.20887,-0.331442,-0.1848,0.0667482,0.501101,-0.237853,0.794146,0.685256
0.58943,-0.0295099,1.1151,0.292298,1.21261,-0.334344,-0.187979,0.0705041,0.502562,-0.243664,0.796175,0.691034
0.594755,-0.0236574,1.11646,0.300451,1.21626,-0.338598,-0.192529,0.0769208,0.499295,-0.249203,0.797639,0.698338
0.603486,-0.0176722,1.11619,0.310083,1.22023,-0.344058,-0.197795,0.0855691,0.4928,-0.254827,0.798407,0.706854
0.614571,-0.0114086,1.11438,0.321545,1.22481,-0.350395,-0.203068,0.0957108,0.484947,-0.260855,0.79847,0.7161
0.62663,-0.00482621,1.1115,0.334644,1.23009,-0.357149,-0.207817,0.106425,0.477473,-0.267427,0.797998,0.72553
0.638136,0.00194973,1.10841,0.348427,1.23578,-0.363774,-0.211901,0.116731,0.471509,-0.274381,0.797379,0.734639
0.647605,0.00863417,1.10631,0.361255,1.24125,-0.369697,-0.215607,0.125714,0.467398,-0.281254,0.797186,0.74303
0.653808,0.014867,1.10648,0.371247,1.24571,-0.374394,-0.219479,0.132635,0.464866,-0.287436,0.798047,0.750448
0.65599,0.0203123,1.10996,0.376789,1.24846,-0.377465,-0.224109,0.137048,0.463262,-0.292357,0.800494,0.756803
0.65409,0.0247582,1.11732,0.37704,1.2491,-0.378714,-0.229929,0.138916,0.461799,-0.295667,0.804818,0.762195
0.648936,0.0282107,1.12833,0.372413,1.24775,-0.378222,-0.237004,0.13871,0.459779,-0.297413,0.810924,0.766937
0.642203,0.0309217,1.14193,0.364654,1.2451,-0.376366,-0.24498,0.137388,0.456751,-0.298083,0.818305,0.771516
0.635983,0.0333142,1.1565,0.356316,1.24217,-0.373749,-0.253234,0.136165,0.452532,-0.298449,0.826173,0.776484
0.632274,0.0358835,1.17024,0.350086,1.24007,-0.371119,-0.26108,0.13624,0.447205,-0.299368,0.833639,0.782317
0.63246,0.0390978,1.1815,0.348109,1.23967,-0.369277,-0.267971,0.13852,0.441114,-0.30158,0.839885,0.789284
0.636817,0.0433012,1.18917,0.351339,1.24134,-0.368992,-0.273704,0.143351,0.434858,-0.305508,0.844341,0.797311
0.644316,0.0486531,1.19283,0.35922,1.24485,-0.370914,-0.278507,0.150403,0.429246,-0.311152,0.846781,0.805949
0.653031,0.0551397,1.19273,0.370054,1.24951,-0.375487,-0.282916,0.158829,0.425165,-0.318155,0.847289,0.814508
0.660728,0.0626068,1.18961,0.381563,1.25445,-0.38286,-0.287585,0.16752,0.423437,-0.325924,0.846182,0.822261
0.665449,0.0707939,1.18453,0.391458,1.25887,-0.392797,-0.2931,0.175362,0.424664,-0.33375,0.843928,0.828635
0.666102,0.0793668,1.17873,0.398004,1.26233,-0.404596,-0.299792,0.181479,0.429083,-0.340928,0.841069,0.833409
0.6628,0.0879503,1.17346,0.4004,1.2649,-0.417078,-0.307614,0.185416,0.436478,-0.346863,0.838148,0.836818
0.656624,0.096155,1.16987,0.398717,1.26704,-0.428772,-0.316193,0.187118,0.446261,-0.351131,0.835671,0.839442
0.649157,0.103604,1.16887,0.393667,1.26946,-0.438175,-0.324936,0.186845,0.457604,-0.353528,0.834067,0.842009
0.642008,0.109956,1.17103,0.386358,1.27289,-0.444011,-0.333153,0.185078,0.469579,-0.354118,0.833652,0.845197
0.636341,0.114936,1.17648,0.378056,1.27791,-0.44549,-0.340162,0.18243,0.481294,-0.353276,0.834601,0.849439
0.632537,0.118353,1.18479,0.369978,1.2848,-0.442496,-0.345399,0.179553,0.492011,-0.351699,0.836924,0.854778
0.630286,0.120124,1.19517,0.363176,1.29356,-0.435556,-0.348481,0.177051,0.50117,-0.35028,0.840503,0.860923
0.628885,0.120284,1.20659,0.35848,1.30392,-0.425684,-0.349264,0.17539,0.508382,-0.349926,0.845153,0.867383
0.627548,0.119002,1.21803,0.356433,1.31546,-0.414239,-0.347888,0.17481,0.513412,-0.351372,0.850681,0.87362
0.625716,0.1166,1.22868,0.357235,1.32767,-0.402765,-0.344831,0.175238,0.516176,-0.354995,0.856949,0.879186
0.623299,0.113549,1.23808,0.360709,1.33999,-0.392838,-0.340924,0.176239,0.516719,-0.360675,0.863917,0.883848
0.620646,0.110423,1.24613,0.366377,1.35192,-0.385888,-0.337229,0.177141,0.515222,-0.367846,0.871608,0.887594
0.618344,0.107815,1.25294,0.373607,1.36303,-0.383004,-0.334831,0.177254,0.512,-0.37567,0.880032,0.890588
0.617009,0.106258,1.25868,0.381763,1.37304,-0.384752,-0.334625,0.176107,0.507506,-0.383217,0.889102,0.893101
0.617068,0.106135,1.26344,0.390352,1.38191,-0.390975,-0.337101,0.173681,0.502338,-0.389649,0.898552,0.895458
0.618586,0.107611,1.26716,0.399153,1.38982,-0.400664,-0.342169,0.170578,0.497225,-0.394373,0.907874,0.897982
0.621265,0.11062,1.26961,0.408192,1.39718,-0.412123,-0.349208,0.167907,0.492956,-0.3971,0.916375,0.90097
0.624583,0.114898,1.27053,0.417614,1.40449,-0.423361,-0.357276,0.166915,0.490257,-0.397801,0.923314,0.904688
0.627949,0.120025,1.26987,0.427536,1.41224,-0.432518,-0.365345,0.168617,0.489661,-0.396668,0.928061,0.909373
0.630862,0.125464,1.26784,0.437907,1.42079,-0.438286,-0.372529,0.173402,0.491383,-0.394064,0.93024,0.915229
0.633043,0.130604,1.26515,0.448386,1.43025,-0.44028,-0.378296,0.180719,0.495205,-0.39048,0.929868,0.922426
0.634468,0.13483,1.26284,0.458372,1.4405,-0.439073,-0.382532,0.189141,0.500529,-0.386475,0.927358,0.93107
0.635284,0.137618,1.26213,0.467184,1.45123,-0.435902,-0.385455,0.196831,0.506561,-0.382606,0.923402,0.941157
0.635712,0.138636,1.26408,0.474259,1.46206,-0.432319,-0.387512,0.202059,0.512527,-0.379361,0.91883,0.952523
0.635945,0.137839,1.26929,0.479353,1.4726,-0.429853,-0.389274,0.203717,0.517884,-0.37708,0.914478,0.964787
0.636067,0.135561,1.27773,0.482725,1.48257,-0.42968,-0.391338,0.201792,0.522512,-0.375897,0.911051,0.977313
0.636022,0.132487,1.28865,0.485115,1.49179,-0.432451,-0.394228,0.197414,0.526739,-0.375718,0.90905,0.989254
0.635691,0.129495,1.30088,0.487499,1.50023,-0.438315,-0.39832,0.19239,0.531149,-0.37627,0.908757,0.999704
0.634966,0.12747,1.31317,0.490788,1.50792,-0.446977,-0.40376,0.188632,0.536354,-0.377158,0.910234,1.00787
0.633838,0.127121,1.32451,0.495534,1.51495,-0.457754,-0.410393,0.187592,0.542762,-0.377918,0.913325,1.01325
0.632474,0.128799,1.33444,0.501647,1.52146,-0.469638,-0.417687,0.189726,0.550366,-0.378077,0.917655,1.01579
0.631226,0.132425,1.34318,0.508336,1.52759,-0.481408,-0.424765,0.194316,0.558692,-0.377201,0.922677,1.01593
0.630547,0.137574,1.35139,0.514381,1.53347,-0.491833,-0.430592,0.199873,0.567023,-0.37493,0.927772,1.01448
0.630875,0.143604,1.35988,0.518496,1.53915,-0.499887,-0.434196,0.204673,0.574675,-0.371013,0.93237,1.01242
0.632521,0.149773,1.3693,0.51968,1.54459,-0.504971,-0.434892,0.207292,0.581285,-0.365342,0.936063,1.01073
0.635556,0.155371,1.37988,0.517569,1.54966,-0.507119,-0.432495,0.207128,0.587076,-0.357987,0.938727,1.01019
0.639772,0.159804,1.39124,0.512588,1.55408,-0.507069,-0.427424,0.204646,0.592934,-0.349197,0.940555,1.0113
0.64475,0.162637,1.40266,0.505727,1.55754,-0.50603,-0.420556,0.201053,0.60007,-0.33936,0.941957,1.01424
0.649985,0.163607,1.41326,0.498196,1.55981,-0.505376,-0.413025,0.197824,0.609579,-0.32894,0.943405,1.01891
0.654998,0.162641,1.42236,0.491079,1.56082,-0.506324,-0.406008,0.196202,0.621977,-0.318417,0.945285,1.02496
0.659454,0.159873,1.42971,0.484993,1.56076,-0.509627,-0.400513,0.196724,0.636763,-0.308225,0.947747,1.03179
0.663232,0.155636,1.43566,0.47989,1.56011,-0.515374,-0.397228,0.198948,0.652231,-0.298707,0.950629,1.03867
0.666389,0.150407,1.441,0.4752,1.55957,-0.523083,-0.396495,0.201719,0.66593,-0.290096,0.953565,1.04476
0.669081,0.144721,1.44668,0.470113,1.55979,-0.531902,-0.398338,0.203639,0.675372,-0.282515,0.956163,1.04928
0.671475,0.139094,1.45353,0.46387,1.56128,-0.540817,-0.40249,0.203546,0.678759,-0.275976,0.95819,1.05161
0.673674,0.133937,1.46198,0.456045,1.56414,-0.548859,-0.408431,0.200992,0.675692,-0.270373,0.959747,1.05141
0.675655,0.129504,1.4719,0.446747,1.56803,-0.555277,-0.415426,0.196549,0.667616,-0.265498,0.961379,1.04871
0.677295,0.125888,1.48263,0.436545,1.57221,-0.559607,-0.422642,0.191577,0.657402,-0.261098,0.963921,1.04382
0.678423,0.12307,1.49331,0.426259,1.57588,-0.561699,-0.429276,0.187736,0.648488,-0.256947,0.968242,1.0373
0.678885,0.12095,1.50309,0.41674,1.57833,-0.561729,-0.434699,0.186471,0.644013,-0.252931,0.974967,1.02978
0.678606,0.119397,1.51136,0.408657,1.57926,-0.560218,-0.43859,0.188505,0.645941,-0.249122,0.984208,1.02187
0.67763,0.118276,1.51802,0.402322,1.57893,-0.558026,-0.44103,0.193464,0.654394,-0.245834,0.995369,1.01408
0.6761,0.117464,1.52334,0.397712,1.57807,-0.556236,-0.442431,0.200029,0.667841,-0.243569,1.00727,1.00676
0.674193,0.116845,1.52787,0.394602,1.57764,-0.55597,-0.443347,0.206422,0.683805,-0.242896,1.01849,1.00013
0.672046,0.116306,1.53214,0.39271,1.57854,-0.558207,-0.444282,0.210926,0.699623,-0.244328,1.02768,0.994257
0.669696,0.115728,1.53653,0.391843,1.58135,-0.563596,-0.445502,0.212391,0.713196,-0.248198,1.03394,0.989101
0.66702,0.114988,1.54107,0.392018,1.58609,-0.572293,-0.446879,0.210666,0.723632,-0.25455,1.03708,0.984499
0.663778,0.113964,1.54547,0.39345,1.59227,-0.583956,-0.447936,0.206557,0.731266,-0.26312,1.03761,0.980208
0.659727,0.112543,1.54928,0.39644,1.59912,-0.597844,-0.448055,0.201428,0.737196,-0.273383,1.03652,0.975944
0.654735,0.11064,1.55211,0.40125,1.60579,-0.612936,-0.446699,0.196756,0.742771,-0.28461,1.03496,0.971434
0.648906,0.108205,1.55379,0.407979,1.61165,-0.628048,-0.443631,0.193695,0.749076,-0.295923,1.03399,0.96646
0.642676,0.10524,1.55456,0.416456,1.61648,-0.641948,-0.439114,0.192675,0.756469,-0.306359,1.03434,0.960902
0.636775,0.1018,1.55503,0.426238,1.62051,-0.653481,-0.43389,0.193345,0.7645,-0.314958,1.0363,0.954761
0.632065,0.0979793,1.55603,0.436717,1.62428,-0.661703,-0.428966,0.194844,0.772203,-0.320891,1.03983,0.948161
0.629339,0.0939066,1.55838,0.44725,1.62844,-0.666005,-0.42536,0.196115,0.778444,-0.323587,1.04467,0.941345
0.62914,0.089732,1.56271,0.457274,1.6336,-0.66625,-0.423861,0.196225,0.782266,-0.322867,1.05042,0.934672
0.631578,0.0856176,1.56922,0.466428,1.64014,-0.662891,-0.42479,0.194662,0.783211,-0.319057,1.05671,0.928614
0.636287,0.0817297,1.57767,0.474598,1.64817,-0.656956,-0.427925,0.191457,0.781451,-0.312991,1.06318,0.923727
0.642536,0.0782332,1.58743,0.481879,1.65753,-0.649886,-0.432622,0.187089,0.777658,-0.305877,1.06956,0.920595
0.649371,0.0752874,1.59764,0.488517,1.66786,-0.643335,-0.437968,0.182348,0.772831,-0.299131,1.07561,0.919766
0.655762,0.0730408,1.60732,0.494857,1.6787,-0.638972,-0.442932,0.178193,0.768129,-0.29421,1.08117,0.921687
0.660739,0.0716268,1.61549,0.501285,1.6895,-0.638284,-0.446524,0.175618,0.764695,-0.292448,1.0861,0.926647
0.663542,0.0711586,1.62129,0.508173,1.69974,-0.642378,-0.447944,0.175514,0.763485,-0.294895,1.09032,0.934709
0.663761,0.0717248,1.62413,0.515823,1.70892,-0.651783,-0.446743,0.178528,0.765096,-0.302147,1.09379,0.94565
0.661479,0.0733844,1.6238,0.524414,1.71671,-0.666254,-0.442971,0.18493,0.769592,-0.314183,1.09648,0.958897
0.657415,0.0761626,1.6206,0.533943,1.72292,-0.68457,-0.437333,0.194469,0.776337,-0.330201,1.09844,0.973464
0.653069,0.0800453,1.61546,0.544171,1.72763,-0.704342,-0.431347,0.206241,0.783815,-0.348454,1.09969,0.987891
0.650862,0.0849751,1.61005,0.55457,1.73124,-0.721811,-0.427494,0.218548,0.789464,-0.366084,1.10033,1.00018
0.65428,0.0908463,1.60696,0.564263,1.73451,-0.731652,-0.429372,0.228759,0.789504,-0.378955,1.10044,1.00773
0.668021,0.0975,1.60976,0.571971,1.73864,-0.726776,-0.441854,0.233176,0.778759,-0.381494,1.10014,1.00728
0.698132,0.10472,1.62316,0.575959,1.74533,-0.698132,-0.471239,0.226893,0.750492,-0.366519,1.09956,0.994838
